pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,business volume
368,904,319,62,626,769,620,629,31,8,36438
180,584,688,30,483,715,636,435,91,29,32901
193,864,362,94,431,614,686,437,2,20,30620
295,620,445,138,496,535,581,594,29,15,34596
398,882,448,75,682,799,639,678,23,10,38518
211,553,295,111,423,561,432,440,19,27,28132
178,652,521,150,467,648,611,548,26,17,34325
174,677,566,73,523,642,579,486,28,26,30916
180,797,205,61,502,660,783,482,9,29,29853
229,512,305,118,738,919,867,660,73,6,39223
328,827,345,115,456,471,344,542,60,26,34819
260,636,463,59,474,485,421,396,64,10,29263
309,444,350,28,574,746,613,607,65,24,32355
258,573,211,140,383,490,381,567,31,24,30838
351,693,518,86,572,555,461,576,86,7,36587
106,681,549,22,429,518,563,344,71,10,26912
254,727,538,68,697,889,766,582,71,14,38630
434,989,356,74,576,519,561,546,72,24,38591
176,873,225,29,414,579,471,438,22,23,26498
383,590,234,113,727,984,959,720,13,7,39700
396,912,257,38,700,876,760,613,34,26,37879
448,867,262,49,491,550,448,568,25,11,32631
306,910,508,37,554,647,679,568,33,10,34224
168,761,617,39,634,877,963,568,17,28,34745
218,879,350,61,719,995,1052,612,7,29,37598
356,721,453,142,776,896,866,687,62,12,44373
314,429,252,38,673,767,646,518,73,7,31993
126,555,574,148,618,883,732,589,41,23,37222
345,601,686,66,723,935,1028,677,10,21,39224
164,602,670,121,392,430,489,449,58,14,31451
254,663,573,142,555,689,729,658,80,26,41205
230,901,435,86,633,813,738,645,91,13,40826
468,547,439,66,697,856,755,716,79,29,41757
214,904,293,122,371,438,379,434,58,8,31786
240,996,331,51,695,917,953,549,11,13,36245
385,594,332,62,762,944,807,699,74,12,40343
216,947,555,112,498,586,459,498,65,5,35876
328,814,650,70,739,906,779,720,35,18,40817
399,817,547,76,569,716,612,659,1,12,36063
258,774,534,127,699,895,897,667,75,10,43501
264,821,271,45,734,963,856,657,24,10,36239
140,901,572,129,436,611,494,437,12,24,32284
140,571,331,80,440,491,554,376,29,28,26258
328,779,553,98,493,595,671,606,22,19,35884
108,939,349,89,429,616,486,479,99,26,34683
258,934,234,149,458,481,556,484,95,29,38485
431,654,322,62,751,858,698,653,68,27,39801
442,630,618,94,654,744,600,638,69,26,40896
308,722,295,95,642,798,779,654,81,21,40179
411,874,497,46,727,949,1016,754,99,5,46059
493,957,275,40,676,633,687,679,69,8,39831
248,930,538,109,744,927,856,630,49,22,42392
275,624,497,32,549,580,528,427,16,18,27637
477,961,450,96,864,961,1031,777,44,27,48023
500,422,451,145,620,655,533,734,23,15,38408
255,894,479,37,622,835,898,508,47,22,36580
175,687,360,83,543,658,518,513,67,12,32363
285,515,533,116,457,605,742,607,19,11,33829
208,552,589,105,675,925,948,691,2,8,36652
338,600,422,33,654,800,796,646,45,13,35250
182,876,270,124,485,608,720,564,35,26,35123
101,915,428,131,712,984,996,663,35,9,40791
428,877,488,78,427,459,489,583,60,23,36791
426,993,214,99,663,768,724,653,65,13,42245
451,416,308,119,666,676,569,753,41,14,37446
167,729,260,106,389,480,561,413,62,11,30345
248,940,508,93,636,879,897,662,73,13,42639
302,933,539,60,475,444,396,449,61,9,32587
166,666,578,122,531,773,896,613,91,11,40305
463,892,507,93,702,889,964,756,20,15,44069
111,649,643,57,436,519,502,313,25,5,25315
486,943,502,43,563,565,555,548,95,14,39649
358,606,594,74,542,506,498,574,60,6,34068
366,472,304,79,754,847,805,720,33,24,37172
251,859,243,64,379,461,558,486,9,21,28435
218,491,437,118,699,882,765,650,20,17,35707
473,620,404,34,675,690,766,657,88,8,38962
327,895,346,116,550,649,686,633,98,26,42092
449,823,269,107,596,648,548,656,90,27,41654
220,768,659,96,407,506,568,504,57,10,33866
248,411,418,51,392,502,548,381,91,19,29010
448,484,340,61,615,637,757,630,70,20,36823
361,898,567,85,450,535,636,585,5,23,34977
280,934,421,47,546,727,735,526,82,12,37393
490,621,454,111,572,590,604,690,23,23,37954
395,961,572,143,620,676,765,692,92,8,46578
282,987,258,74,466,528,550,527,78,12,35282
429,719,537,104,641,798,780,770,39,27,42486
500,671,421,148,625,601,525,738,82,9,43262
326,544,397,128,467,595,469,542,19,13,32266
378,551,273,42,773,974,954,731,49,17,38839
220,902,314,45,566,803,868,505,3,16,32326
178,564,235,47,603,873,749,505,11,12,28922
477,524,417,101,776,865,894,765,71,19,44043
398,821,230,77,698,784,673,653,52,28,39131
292,600,505,79,481,529,652,561,13,13,31059
287,421,360,130,708,964,827,691,77,19,41084
161,917,646,34,684,892,996,554,86,11,39630
372,748,396,55,509,624,551,574,46,26,34382
362,562,549,129,566,543,661,649,49,13,37650
150,794,677,94,551,805,746,580,43,8,36507
401,577,528,67,718,845,716,737,16,25,37674
415,676,416,35,607,587,717,517,63,25,35069
410,483,347,70,462,444,539,486,24,26,29633
179,592,436,138,589,857,885,654,96,7,41198
195,816,337,125,751,972,859,636,31,18,39654
314,513,627,67,705,854,898,628,79,17,39800
258,726,332,129,354,440,414,550,44,10,32111
224,852,603,109,417,525,408,474,51,16,33632
193,885,292,128,591,847,821,568,46,22,38809
148,621,443,72,543,691,611,534,65,5,32030
356,445,556,21,715,988,869,682,72,18,38418
112,681,304,78,507,712,841,454,17,5,29380
263,511,520,40,405,456,412,413,1,16,23964
223,414,684,122,695,964,833,651,95,10,41708
384,603,517,41,747,825,765,586,57,13,37163
264,839,559,139,682,954,927,681,0,8,41050
481,712,587,147,513,437,317,703,69,13,40370
370,485,349,93,445,457,400,526,6,24,28598
186,751,406,140,608,746,867,583,96,7,40977
226,929,321,142,525,707,781,556,22,21,37472
267,825,560,78,456,450,452,416,46,23,31640
237,445,306,68,433,586,454,485,98,25,31089
273,704,585,40,398,456,512,396,76,24,30974
171,541,429,133,587,867,955,601,61,14,38537
356,716,538,89,755,913,945,718,57,7,42778
145,654,346,124,575,879,837,556,72,5,37498
227,716,405,70,536,625,759,447,58,16,33143
223,893,511,49,742,944,988,573,14,10,36843
177,647,666,65,682,996,1052,624,82,6,40586
212,929,561,125,443,522,451,511,62,23,36104
128,583,222,51,653,886,760,540,11,29,29589
490,690,240,64,585,515,442,573,8,28,31968
325,545,362,110,613,668,740,602,32,9,35087
138,504,214,93,529,822,743,529,15,22,29954
268,438,337,53,644,849,839,613,5,6,31097
464,748,692,120,479,506,589,584,9,17,37172
232,803,596,30,377,443,569,421,80,9,30991
452,500,328,122,823,982,916,855,27,22,43503
207,986,648,42,582,690,582,484,86,6,36193
151,417,325,102,557,861,929,549,62,15,34609
277,472,261,83,464,540,671,472,5,12,27527
252,746,247,84,412,523,487,501,40,14,30318
466,670,213,94,621,639,571,673,27,17,36196
364,787,537,111,612,678,756,685,75,28,42566
295,689,368,103,630,878,827,618,54,29,39563
203,605,351,100,684,910,854,561,82,17,38545
178,970,476,141,682,974,1018,717,17,25,43008
250,948,578,125,668,825,875,661,83,5,44447
125,819,674,108,642,890,796,628,24,15,37696
497,783,660,21,757,801,817,715,60,16,41838
177,643,546,149,470,651,625,528,14,11,33362
292,587,633,49,743,976,941,594,45,29,38544
219,925,281,147,582,712,633,651,16,21,37280
396,559,545,146,501,480,417,568,85,14,38088
174,483,499,60,392,436,341,418,18,27,23950
174,966,376,95,640,845,736,620,11,29,36423
116,460,456,83,598,851,886,518,22,20,31538
124,661,376,70,588,865,800,512,46,7,32788
142,888,551,26,510,623,735,390,42,24,30492
419,530,380,117,562,595,683,649,39,15,36826
411,640,433,48,493,554,568,540,99,29,36358
375,677,278,21,705,763,688,532,46,27,33731
385,943,256,75,559,516,443,528,64,5,35058
272,520,211,25,721,853,809,555,36,13,31423
345,806,376,120,580,640,557,667,16,7,36266
327,435,549,23,415,506,482,504,27,11,26769
141,793,355,28,422,528,406,306,12,14,23054
263,793,212,35,649,832,749,539,30,5,32464
344,744,331,96,581,601,629,595,23,23,34762
326,893,637,110,674,937,886,680,63,25,45245
448,464,367,133,463,461,348,605,29,16,33152
260,642,373,61,730,881,714,595,19,29,34180
340,711,695,97,618,749,684,586,55,23,39546
312,736,288,28,556,725,633,558,15,26,31013
317,421,230,143,559,736,710,649,72,21,38072
444,543,365,56,617,650,581,648,78,8,36472
202,660,255,66,548,729,855,551,0,12,30290
360,525,237,40,691,882,915,626,73,29,37657
145,526,316,81,549,752,682,451,64,12,31181
228,747,625,54,506,527,524,380,5,23,28059
206,881,490,62,435,567,530,413,37,25,30833
489,981,697,74,521,435,416,607,49,25,38739
112,896,481,58,613,798,651,517,24,26,32510
226,761,523,147,664,965,958,734,39,7,43008
253,838,335,53,597,714,728,494,24,17,32541
417,580,578,79,727,931,997,720,52,27,43019
194,791,211,26,416,578,674,372,11,13,25536
406,772,666,115,842,998,892,757,91,12,48831
214,420,290,76,533,734,771,585,37,10,31089
176,1000,353,62,758,982,907,628,7,6,36645
347,896,525,128,645,733,795,651,5,11,39713
233,923,260,67,439,510,454,426,68,19,31560
119,425,695,99,553,775,751,522,12,17,31114
498,868,530,39,796,943,954,759,25,5,42717
192,721,213,143,701,908,1002,680,80,15,42494
335,529,575,79,508,476,611,562,45,28,33251
249,519,585,49,429,552,669,433,70,20,31152
250,519,454,99,644,898,953,618,14,23,36222
323,983,413,146,429,434,481,505,50,12,36853
259,605,581,114,530,693,782,565,52,22,37197
311,998,586,32,601,656,637,564,70,8,37168
347,502,514,40,717,975,1077,684,30,26,38363
476,541,223,78,519,477,413,562,47,6,31987
348,645,568,34,567,576,539,498,29,11,30698
497,870,324,47,733,775,799,739,75,7,42511
346,513,539,134,406,472,399,601,72,30,35991
210,816,326,75,675,954,1040,632,76,17,40847
323,733,537,67,505,545,446,475,0,23,29832
403,936,348,78,407,436,349,477,75,18,34792
228,984,517,56,603,690,666,448,25,28,33774
250,440,558,92,453,524,582,504,85,16,33153
433,769,586,89,673,691,695,647,5,15,37803
468,792,583,37,662,625,543,614,1,5,33898
317,569,635,96,600,657,627,566,29,24,35001
463,576,218,79,737,767,849,690,57,17,39571
420,592,206,110,613,614,586,616,11,13,33844
355,960,304,43,452,496,539,511,42,12,32416
358,612,614,122,592,780,843,710,11,10,39148
307,489,609,137,710,878,785,658,84,17,42658
108,845,584,125,387,528,452,482,28,19,31489
275,753,650,79,376,449,344,402,49,8,30383
349,603,668,133,533,666,763,612,32,8,38431
100,951,203,35,656,936,824,484,96,17,36063
367,607,445,132,685,761,650,634,55,6,39512
485,492,242,41,560,505,589,577,18,8,30061
417,576,350,150,773,911,797,816,56,16,44713
316,881,358,91,643,816,923,593,7,23,37855
344,405,439,147,635,717,600,723,24,5,36501
433,697,509,121,738,941,881,823,78,19,47453
197,861,512,141,685,992,1027,644,72,17,45018
161,804,374,57,410,607,624,492,43,20,30499
465,870,470,112,685,804,881,730,8,16,42522
476,865,451,147,548,514,436,685,1,29,38537
108,422,250,43,607,860,695,445,85,24,30268
462,662,435,67,688,735,841,731,36,8,39301
368,775,597,47,699,828,735,640,42,5,38104
152,473,512,85,665,932,1022,583,70,16,37454
486,555,640,21,578,648,754,586,34,22,35139
388,874,522,128,604,649,628,702,62,13,42298
479,640,679,81,786,875,719,791,35,22,42720
180,660,203,113,485,711,663,590,73,26,35378
488,458,516,108,523,552,508,610,3,24,33875
444,475,548,104,627,704,756,688,78,18,41151
358,553,304,105,462,467,379,502,57,24,31990
438,867,629,23,612,720,702,659,31,14,37568
321,627,567,141,746,873,748,667,89,29,44521
406,969,379,91,670,736,800,659,78,27,43691
196,845,346,27,554,770,790,477,11,7,30048
434,552,671,87,455,446,596,520,30,27,33982
361,799,582,63,658,890,764,706,2,22,38154
409,541,369,38,835,959,1003,708,76,13,41119
377,717,590,77,782,943,917,754,19,21,41506
477,943,393,146,557,480,368,658,67,13,41316
454,663,376,70,833,999,844,745,51,16,42572
113,636,310,124,467,612,569,495,14,19,29325
161,921,391,75,647,844,684,571,50,10,35966
457,803,446,32,657,674,608,555,29,27,35301
236,958,256,24,437,511,462,374,92,7,30503
467,485,656,72,535,495,511,559,52,30,35017
397,653,641,36,569,694,615,614,83,17,37706
407,449,250,109,811,920,998,731,17,22,39647
499,915,272,103,561,596,529,620,87,29,41916
450,820,443,90,728,808,756,752,15,30,41211
344,459,632,121,483,455,411,511,46,22,32953
336,936,526,92,727,887,927,655,22,9,41337
198,728,402,65,645,910,839,544,47,28,36046
191,417,493,59,522,654,772,414,33,14,28557
477,930,350,135,588,581,645,660,43,12,41563
163,626,355,118,413,521,545,419,79,19,32017
194,701,594,131,498,563,490,447,15,21,31707
493,791,294,87,598,601,539,631,23,18,36509
443,637,424,21,482,446,576,444,73,17,31997
410,460,481,141,541,562,443,629,65,23,37522
258,669,458,103,652,795,769,555,25,19,35833
405,420,252,89,666,772,860,713,72,10,38858
144,498,370,133,612,764,617,518,15,7,31118
133,478,663,120,649,900,857,590,93,7,39420
396,928,275,30,695,799,841,657,29,20,37645
335,400,622,118,669,740,784,601,74,29,39679
111,698,268,96,651,848,765,487,92,16,36058
434,556,606,141,618,576,475,643,74,27,40574
199,489,576,38,329,436,353,363,55,24,25160
154,893,395,112,642,949,942,624,5,23,37887
394,470,545,100,748,932,872,755,76,24,43549
289,420,459,79,672,909,762,634,94,27,39071
435,995,458,93,619,723,693,710,91,10,44704
225,507,408,43,675,919,888,545,95,12,36500
287,959,436,58,615,839,888,630,39,23,39042
448,604,583,100,625,744,616,749,77,18,42224
270,619,378,76,730,934,904,655,46,17,38175
471,990,271,106,628,672,694,724,62,7,42901
352,769,485,92,499,587,562,522,58,25,36284
444,954,400,90,605,673,714,685,1,29,38901
249,517,286,23,651,864,867,531,11,28,30299
311,957,407,103,513,595,479,528,6,26,33951
142,871,321,82,388,497,402,395,94,23,31517
340,822,517,128,523,497,634,588,99,10,40785
341,916,336,87,428,445,468,476,79,17,35080
169,564,656,22,355,460,504,298,23,21,23549
481,481,662,111,801,923,802,809,18,23,42845
302,874,463,83,738,901,771,677,24,22,39519
355,668,622,97,583,696,777,666,50,22,39625
367,484,330,146,564,549,486,615,96,22,38404
418,791,608,133,765,850,866,713,66,9,46283
452,857,523,61,577,619,754,650,99,26,42580
322,700,503,133,537,689,742,598,86,24,41480
289,419,447,67,445,556,668,451,36,30,29640
466,692,298,76,564,471,375,559,22,5,31686
166,890,690,125,469,515,526,435,40,5,33668
360,993,436,134,432,455,426,608,47,7,37600
463,889,585,117,510,539,672,665,65,11,42321
102,424,483,26,622,906,977,547,8,19,29062
488,895,289,48,671,706,728,652,71,18,40568
349,676,472,32,641,822,924,555,8,17,34171
106,656,285,150,478,687,707,547,6,16,31780
459,794,599,97,705,753,825,663,43,15,42492
311,631,632,60,630,788,667,619,6,20,34099
228,651,496,116,522,714,657,536,41,20,35152
461,404,256,85,624,614,603,676,8,9,32525
236,698,235,66,535,713,638,484,7,20,29519
471,721,587,91,594,641,748,714,4,28,38804
358,475,200,63,700,846,930,696,23,18,35423
388,608,490,55,629,782,835,692,86,25,40613
252,959,332,111,601,741,599,576,24,16,36307
475,413,303,68,698,731,797,710,23,22,36069
105,461,302,85,353,512,554,437,67,21,27430
404,867,514,74,751,914,758,704,58,25,43224
386,542,532,140,652,805,700,748,48,27,41924
494,520,328,148,600,634,579,701,7,30,37868
420,984,429,126,718,783,864,730,27,30,44542
109,651,225,72,398,479,526,324,33,24,24761
230,651,645,46,616,819,785,510,4,10,31866
352,472,560,107,513,628,485,655,92,15,37837
101,715,559,148,581,795,752,592,57,23,38403
293,653,529,67,508,546,528,466,88,18,34079
181,988,595,94,406,477,549,385,15,14,30801
394,486,308,98,493,488,504,558,97,5,35018
479,735,436,56,602,527,530,647,72,9,37347
376,835,460,61,451,491,435,481,26,23,31750
203,640,374,129,627,832,879,659,68,26,40107
123,835,510,39,478,679,711,392,40,10,29813
167,618,211,82,542,805,819,528,95,14,35565
323,412,285,100,754,933,989,703,36,15,38346
217,825,607,71,385,438,353,438,72,20,31560
158,624,697,80,560,699,801,460,16,26,32108
278,418,366,66,661,916,885,675,98,5,38598
141,469,554,57,403,444,479,412,58,29,26718
163,982,328,63,574,818,846,472,99,19,38313
248,900,647,127,649,938,911,633,10,13,41136
152,436,241,76,734,994,1054,588,1,16,32279
131,906,535,94,421,554,670,398,10,24,30535
287,527,589,95,557,678,788,610,19,23,34755
302,442,243,25,451,454,471,413,21,30,23981
165,922,539,36,402,533,501,432,82,21,31794
307,935,500,42,537,715,677,499,14,29,33796
358,595,623,150,688,926,1002,807,22,17,44392
224,584,474,83,588,835,823,528,16,16,33356
215,654,270,25,496,535,497,443,4,6,23983
269,470,460,138,371,431,358,446,79,23,32292
266,755,551,102,638,747,724,569,20,29,36553
362,658,280,100,534,489,601,550,10,14,31711
351,450,254,150,715,818,660,775,89,26,42382
403,616,585,120,503,566,673,587,74,30,39839
289,785,427,29,677,966,988,583,6,7,35157
290,572,368,44,437,482,543,429,100,9,31040
462,402,567,27,548,470,399,516,83,13,31875
323,838,378,97,525,607,663,521,18,28,34672
240,594,293,100,465,483,383,500,74,13,31060
271,633,219,39,689,986,1044,613,56,24,37286
304,847,612,107,531,552,447,525,43,29,35935
270,918,691,80,655,873,871,675,56,21,42358
498,678,277,85,537,494,529,559,97,22,38201
411,404,483,59,657,665,769,587,87,24,37319
427,434,371,47,683,822,730,620,22,23,34173
257,913,567,59,567,759,845,531,53,11,37436
172,792,688,20,724,979,1017,609,25,16,36387
249,404,203,119,636,840,742,666,57,11,35862
183,673,636,32,567,849,732,494,3,18,30421
441,802,367,38,771,928,836,722,74,5,42058
212,474,575,145,512,702,694,624,75,11,37895
229,877,293,48,558,715,708,565,11,9,31552
498,528,582,148,742,786,629,831,46,16,44208
234,847,274,32,584,782,763,569,94,29,36883
223,707,229,21,373,442,540,425,92,16,28594
371,687,285,93,748,873,939,662,54,12,40760
382,815,209,26,618,736,833,596,24,27,34604
215,796,681,126,642,897,998,608,48,19,42276
394,754,628,132,594,681,635,714,56,10,42059
454,838,575,33,667,822,681,708,61,16,40797
484,641,581,47,665,800,717,658,6,11,36552
378,428,651,130,657,842,739,698,4,22,38348
400,890,564,45,524,614,605,617,9,22,34795
242,667,636,147,585,786,637,689,50,21,40239
238,960,673,39,649,769,870,561,50,23,38097
158,749,653,78,544,739,782,540,79,28,37428
319,516,596,140,487,442,541,497,27,14,32936
409,733,614,97,701,773,730,687,34,8,40402
326,722,355,145,736,967,858,748,57,18,44399
129,559,328,116,523,796,796,528,63,9,34379
461,481,320,106,696,727,623,655,4,30,35700
397,799,333,121,670,715,749,638,94,11,43117
189,666,365,115,662,883,730,676,38,27,37457
320,956,326,134,715,913,872,759,83,24,46976
332,680,668,123,491,616,716,631,33,27,38383
368,772,352,78,530,518,480,537,53,21,34115
198,955,673,32,466,559,533,390,59,11,31565
344,412,391,38,532,551,574,526,3,24,27148
411,767,391,123,445,486,558,556,46,23,36771
243,444,618,140,458,486,514,526,40,7,32230
159,814,215,139,582,793,863,593,11,20,35850
485,590,221,125,618,578,557,702,25,7,36640
293,437,299,120,612,706,710,662,25,19,34445
371,814,517,25,447,458,466,440,17,25,29241
196,779,672,33,458,543,689,406,67,13,31649
