Index,pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,营业额,净利润,成本
1535,449,772,571,53,474,444,581,546,1,22,32323,10671.5,21651.5
1536,376,738,455,57,607,703,821,587,70,8,38214,12501.6,25712.4
1537,141,743,222,96,542,826,884,569,96,22,38097,12474.2,25622.8
1538,338,627,545,90,619,764,612,690,32,11,36813,12020.3,24792.7
1539,452,633,552,63,814,909,904,718,84,27,44503,14461.5,30041.5
1540,321,432,378,100,804,1000,1040,753,90,15,43498,13974.5,29523.5
1541,497,458,320,106,582,571,542,650,86,10,38262,12386,25876
1542,457,698,329,74,635,630,655,652,2,24,34991,11339.4,23651.6
1543,401,652,418,79,481,451,437,484,20,30,30968,10199.8,20768.2
1544,296,874,620,117,695,860,852,640,25,17,41357,13606,27751
1545,367,624,313,32,531,674,782,588,79,24,35663,11629.1,24033.9
1546,445,921,325,86,598,609,488,596,38,30,37557,12359.8,25197.2
1547,288,713,207,44,678,933,971,597,67,28,38098,12375.5,25722.5
1548,371,614,232,53,594,642,766,519,84,24,35652,11589.6,24062.4
1549,343,663,626,97,643,714,693,611,32,15,37430,12267.3,25162.7
1550,110,799,590,83,486,585,487,388,88,25,32911,11033.9,21877.1
1551,359,517,586,134,710,799,893,736,45,30,42402,13756.1,28645.9
1552,188,489,699,114,613,780,836,611,39,10,36334,11871.3,24462.7
1553,251,702,216,132,763,984,816,687,51,8,40534,13109.1,27424.9
1554,368,912,391,104,774,997,827,788,4,23,42493,13838.9,28654.1
1555,479,722,229,122,550,432,418,593,16,15,34071,11077.5,22993.5
1556,147,874,541,77,555,723,710,549,19,14,33351,11031.3,22319.7
1557,373,496,372,149,645,790,744,718,93,5,42776,13860.6,28915.4
1558,452,615,576,140,652,694,787,740,87,13,45239,14746.4,30492.6
1559,313,716,233,86,441,476,504,559,89,17,34382,11272.8,23109.2
1560,271,942,449,25,436,502,576,484,71,18,32729,10902.7,21826.3
1561,248,865,574,45,505,558,477,463,65,23,32885,10979.4,21905.6
1562,430,517,679,76,810,1000,852,746,81,15,44536,14485.4,30050.6
1563,287,882,394,107,616,839,840,614,17,13,38410,12603.6,25806.4
1564,421,811,466,59,682,842,908,678,49,9,41059,13401.6,27657.4
1565,101,851,633,82,550,794,662,469,17,26,32788,10952.9,21835.1
1566,430,785,420,38,637,776,773,620,38,28,37737,12355.4,25381.6
1567,459,611,632,80,659,808,907,729,15,30,40638,13243.7,27394.3
1568,452,690,510,100,567,555,667,659,34,18,38022,12421.2,25600.8
1569,316,736,254,103,493,628,647,584,60,16,36074,11812,24262
1570,144,708,385,104,681,927,996,538,58,29,38522,12597.1,25924.9
1571,273,521,276,112,752,961,940,732,18,11,37989,12169.7,25819.3
1572,181,688,587,139,470,634,596,518,66,16,36305,12045.8,24259.2
1573,330,940,457,133,533,572,592,599,64,18,40119,13262.8,26856.2
1574,203,646,442,71,543,639,602,486,95,6,33876,11141.7,22734.3
1575,173,915,419,75,421,564,644,406,46,22,31826,10636.2,21189.8
1576,190,487,660,107,698,968,1031,621,86,26,41869,13681.8,28187.2
1577,134,839,259,75,480,741,848,428,58,11,33070,10922.1,22147.9
1578,180,539,249,47,717,924,824,525,57,26,33245,10752.1,22492.9
1579,110,638,646,144,490,755,713,489,66,25,36940,12282.1,24657.9
1580,162,728,246,109,448,575,457,472,88,25,33049,10922.9,22126.1
1581,171,950,296,57,568,842,815,493,52,24,35340,11686.6,23653.4
1582,194,975,383,53,390,494,586,460,42,28,31002,10357.8,20644.2
1583,389,561,289,65,646,653,663,611,76,30,36568,11844.4,24723.6
1584,418,664,461,142,571,651,726,716,88,15,43602,14243.1,29358.9
1585,491,775,270,32,658,705,701,682,6,7,34841,11259.5,23581.5
1586,452,401,354,147,868,999,843,846,84,12,46708,14973.2,31734.8
1587,338,689,219,103,641,846,760,709,34,20,38359,12426.2,25932.8
1588,457,555,255,100,765,939,886,837,53,24,43394,13936.1,29457.9
1589,102,491,436,137,293,449,594,421,25,14,27455,9079.9,18375.1
1590,156,831,473,141,613,753,601,616,76,23,39649,13071.7,26577.3
1591,381,801,582,35,549,521,444,557,24,29,32369,10708.3,21660.7
1592,344,700,634,91,510,654,559,586,45,28,36769,12181.5,24587.5
1593,225,858,251,79,425,575,683,444,27,20,31033,10264.1,20768.9
1594,196,424,232,83,491,596,664,449,31,21,27753,8988.6,18764.4
1595,345,742,207,114,513,485,387,581,94,30,36664,12018.6,24645.4
1596,298,766,551,34,701,899,866,668,50,14,38461,12571.8,25889.2
1597,315,768,214,147,571,602,625,596,95,17,40194,13133.8,27060.2
1598,233,433,287,50,499,690,757,513,57,28,30761,9991.7,20769.3
1599,416,783,308,91,482,476,603,526,15,27,33448,10980,22468
1600,169,762,351,100,621,916,813,590,62,12,37883,12415.8,25467.2
1601,255,723,521,92,353,444,498,511,3,18,29315,9739.9,19575.1
1602,274,773,546,92,483,569,510,476,97,22,36680,12211.3,24468.7
1603,426,475,285,37,741,903,954,679,77,19,39355,12647.4,26707.6
1604,117,761,550,47,691,989,879,553,24,24,34596,11376.2,23219.8
1605,148,634,427,63,378,540,504,393,77,22,29234,9740.7,19493.3
1606,299,523,316,60,446,481,378,453,31,30,27120,8899.3,18220.7
1607,379,978,355,123,583,697,800,620,25,5,40042,13146.4,26895.6
1608,371,725,598,57,710,828,918,639,8,14,37614,12265.2,25348.8
1609,338,969,374,53,651,848,787,597,71,16,40240,13249.1,26990.9
1610,290,927,315,127,476,483,400,523,21,15,33148,10966.6,22181.4
1611,325,759,206,48,438,536,443,511,2,29,27928,9180.3,18747.7
1612,271,486,625,129,608,704,795,594,29,18,36549,11923.9,24625.1
1613,227,758,340,25,581,824,909,490,46,25,33552,11011.5,22540.5
1614,196,939,459,113,585,808,707,613,36,30,38573,12756.8,25816.2
1615,364,759,389,47,751,855,881,633,50,20,38926,12650.6,26275.4
1616,264,888,622,147,667,859,764,700,40,22,43345,14283.8,29061.2
1617,471,700,530,23,754,893,980,756,6,28,39463,12780.8,26682.2
1618,284,545,243,103,537,733,697,587,100,30,37934,12375.8,25558.2
1619,392,730,419,64,695,836,924,670,86,29,42705,13926.1,28778.9
1620,139,638,596,49,656,916,744,550,57,23,34691,11416.8,23274.2
1621,386,974,487,95,642,757,674,702,70,24,43337,14276.6,29060.4
1622,205,831,603,112,474,615,678,476,84,11,37524,12501.5,25022.5
1623,180,418,559,60,614,765,669,473,59,22,31540,10321.1,21218.9
1624,269,885,396,34,748,962,987,617,85,12,40973,13392.5,27580.5
1625,199,555,233,45,608,834,738,492,66,15,31888,10366.1,21521.9
1626,200,625,671,50,558,671,729,506,22,18,31208,10285.4,20922.6
1627,216,583,272,54,602,816,725,595,67,6,33572,10887.1,22684.9
1628,231,580,558,119,462,606,567,476,7,10,30736,10153.3,20582.7
1629,106,420,380,141,453,575,660,433,54,22,30639,10030,20609
1630,161,965,479,118,628,829,726,614,22,13,37676,12428.7,25247.3
1631,417,556,560,25,580,584,691,600,87,10,35938,11725.7,24212.3
1632,138,790,244,100,377,437,446,407,26,20,27134,8998.4,18135.6
1633,395,780,329,132,761,951,930,828,48,30,46204,14979.4,31224.6
1634,149,583,556,95,400,535,642,404,75,27,31924,10620.2,21303.8
1635,210,826,675,57,710,937,803,652,38,26,38683,12743.4,25939.6
1636,158,596,676,114,634,968,834,598,56,20,39138,12892,26246
1637,147,587,206,122,495,665,528,522,86,11,33256,10871.7,22384.3
1638,489,554,255,91,638,754,674,722,89,29,41596,13478.2,28117.8
1639,240,987,454,54,588,659,729,440,95,18,37379,12416.9,24962.1
1640,170,799,392,118,556,845,848,591,11,8,35663,11701.7,23961.3
1641,127,669,673,69,620,967,961,570,57,26,37882,12500.7,25381.3
1642,455,746,509,37,683,827,777,653,87,16,41543,13604.1,27938.9
1643,414,959,296,112,526,627,716,706,13,28,39291,12878.3,26412.7
1644,175,593,645,96,447,577,575,501,77,13,33597,11141.4,22455.6
1645,485,643,450,96,654,619,589,627,23,27,37205,12118.2,25086.8
1646,398,697,331,56,743,985,970,687,47,27,41044,13316.2,27727.8
1647,261,693,540,73,595,783,839,520,21,8,34394,11294.1,23099.9
1648,342,924,644,21,427,465,377,396,94,6,33071,11149.4,21921.6
1649,342,803,449,114,517,583,502,594,33,16,35891,11831.1,24059.9
1650,254,430,358,126,718,890,807,653,9,27,35771,11512.6,24258.4
1651,187,698,480,45,696,923,762,587,83,9,36880,12072.2,24807.8
1652,341,869,497,143,586,717,698,692,51,20,42410,13952.1,28457.9
1653,444,709,495,43,745,878,811,725,95,12,43097,14033.5,29063.5
1654,432,832,389,52,767,919,895,715,18,11,40038,12991.9,27046.1
1655,237,739,216,70,669,826,909,623,48,28,36766,11915.4,24850.6
1656,447,487,382,118,691,756,824,693,73,16,41758,13490.3,28267.7
1657,280,450,581,102,628,776,852,609,4,24,34741,11284.4,23456.6
1658,405,772,393,76,768,946,896,700,35,6,41142,13353.3,27788.7
1659,329,630,304,45,762,948,899,607,95,13,39793,12897,26896
1660,395,587,664,116,695,878,812,797,90,20,46034,15027,31007
1661,445,602,257,32,793,911,1006,662,0,7,35831,11450.1,24380.9
1662,419,811,419,59,778,875,782,690,91,18,43374,14143.9,29230.1
1663,495,698,461,109,738,771,729,734,44,27,42879,13940.1,28938.9
1664,157,416,488,52,714,987,910,534,70,10,34664,11246,23418
1665,233,889,562,31,698,995,894,559,90,6,40219,13280.8,26938.2
1666,279,935,258,139,424,488,411,506,81,13,36499,12114.6,24384.4
1667,239,581,457,110,713,982,1038,733,76,17,42940,13925.1,29014.9
1668,438,603,630,30,593,570,671,582,94,5,37106,12152.1,24953.9
1669,189,787,478,87,529,750,748,564,9,18,33445,11022.3,22422.7
1670,393,952,642,135,578,727,667,652,40,28,43273,14357.2,28915.8
1671,224,748,417,103,588,843,834,648,57,25,39244,12864.6,26379.4
1672,426,963,503,113,689,886,988,813,15,23,45558,14892.6,30665.4
1673,267,400,513,69,479,464,552,468,53,18,29148,9524.1,19623.9
1674,130,856,659,103,446,641,747,519,10,22,33443,11154.2,22288.8
1675,163,505,420,52,620,848,811,585,31,30,32105,10426.1,21678.9
1676,188,462,416,126,455,606,491,479,24,27,29784,9787.5,19996.5
1677,125,480,343,20,526,720,793,440,46,25,27499,8957.3,18541.7
1678,139,639,233,124,662,940,839,643,57,29,38119,12379.2,25739.8
1679,365,943,439,33,797,934,970,680,79,7,43033,14039.6,28993.4
1680,169,560,679,108,405,549,615,479,20,13,30345,10069.7,20275.3
1681,185,589,630,145,519,679,729,618,73,20,38840,12780.1,26059.9
1682,123,434,404,101,507,731,799,520,52,12,31878,10380,21498
1683,234,733,264,124,460,597,591,544,29,9,32762,10742,22020
1684,445,980,220,26,571,620,558,550,17,21,33281,10936,22345
1685,190,939,230,145,748,990,823,710,74,23,44208,14433.7,29774.3
1686,321,889,647,141,818,991,1046,814,24,6,46880,15279,31601
1687,156,859,320,133,685,890,800,582,59,8,39356,12885.7,26470.3
1688,244,838,379,38,722,983,915,601,16,9,35705,11644.7,24060.3
1689,216,815,220,114,445,527,567,447,28,21,31119,10266.1,20852.9
1690,477,651,477,62,812,973,1048,799,48,7,44050,14211.1,29838.9
1691,140,533,589,96,441,515,508,470,51,5,29408,9710.8,19697.2
1692,214,543,348,63,392,436,471,346,42,23,25746,8512.1,17233.9
1693,380,490,261,37,469,545,615,483,5,15,27057,8769,18288
1694,220,669,547,127,531,583,692,508,48,26,35546,11716.4,23829.6
1695,157,426,378,26,405,444,555,337,31,27,22427,7361.4,15065.6
1696,321,458,357,78,668,797,810,584,80,29,37538,12165.9,25372.1
1697,384,447,320,77,728,865,790,744,22,30,36966,11851.4,25114.6
1698,485,979,439,84,687,713,690,671,51,24,42638,14000.7,28637.3
1699,422,555,572,116,707,920,904,759,3,20,41179,13358.7,27820.3
1700,223,463,238,120,473,565,500,531,43,5,29962,9717,20245
1701,300,745,678,28,680,900,772,552,23,18,35458,11699.3,23758.7
1702,377,925,653,120,545,575,635,647,71,30,42648,14139.1,28508.9
1703,208,540,640,52,486,661,657,512,77,23,33260,10996.8,22263.2
1704,135,836,390,42,483,745,605,508,97,6,33727,11190.3,22536.7
1705,154,922,280,48,549,808,717,450,94,12,35151,11648.4,23502.6
1706,133,767,555,52,377,528,550,417,95,25,31778,10657.2,21120.8
1707,126,620,339,101,468,666,644,511,13,23,29551,9691.4,19859.6
1708,166,673,443,69,691,979,903,561,83,24,38658,12663.3,25994.7
1709,140,744,610,43,583,810,929,549,18,18,33086,10889.2,22196.8
1710,264,717,576,111,637,784,682,582,82,6,39812,13101.6,26710.4
1711,263,891,668,30,754,936,883,627,35,27,38958,12825.6,26132.4
1712,487,534,440,90,591,584,663,682,9,8,35240,11385.9,23854.1
1713,330,404,617,141,444,441,437,587,16,5,31596,10330.9,21265.1
1714,422,409,388,45,538,593,658,543,4,17,29435,9509.7,19925.3
1715,341,830,470,142,588,766,852,710,80,19,45024,14776.7,30247.3
1716,423,889,562,92,457,489,636,557,47,13,37690,12500.2,25189.8
1717,328,830,495,119,545,697,807,618,88,6,42204,13898.4,28305.6
1718,341,678,352,78,610,764,748,661,8,15,34984,11357.1,23626.9
1719,371,726,547,129,797,934,874,747,67,16,45906,14951.7,30954.3
1720,190,1000,377,33,443,533,446,347,48,18,28732,9665,19067
1721,176,631,543,114,564,665,531,477,71,15,34389,11360,23029
1722,161,868,622,33,614,826,912,466,52,8,34958,11587.2,23370.8
1723,363,625,632,141,690,858,785,775,45,6,43270,14100.5,29169.5
1724,266,609,537,83,676,782,758,545,99,9,38785,12696.8,26088.2
1725,266,465,283,115,639,820,835,647,82,12,38541,12445.6,26095.4
1726,227,804,685,37,609,799,749,559,7,15,33272,11003.4,22268.6
1727,203,609,417,63,597,858,898,595,45,9,34843,11346.8,23496.2
1728,394,432,460,51,659,730,768,653,6,13,32911,10579.5,22331.5
1729,496,844,597,95,841,946,819,781,34,26,46047,15029.2,31017.8
1730,281,549,668,30,494,515,438,400,93,28,31218,10396.1,20821.9
1731,221,646,325,107,682,923,872,601,68,30,39486,12870,26616
1732,131,479,471,76,577,764,674,453,24,8,28849,9426.4,19422.6
1733,343,421,203,110,820,997,951,766,5,18,38095,12100.9,25994.1
1734,139,830,486,96,614,868,962,537,95,16,40509,13358.3,27150.7
1735,491,640,392,109,752,922,882,851,68,8,46038,14874,31164
1736,488,605,443,42,725,716,739,677,11,18,35816,11555.5,24260.5
1737,256,598,389,142,707,893,822,735,99,30,44225,14375.7,29849.3
1738,169,561,517,125,538,808,720,608,49,6,35919,11771.1,24147.9
1739,112,898,452,103,427,556,434,444,40,14,30702,10273.6,20428.4
1740,120,410,665,82,647,866,963,587,12,27,33225,10800.3,22424.7
1741,157,532,293,63,566,861,749,517,1,5,28503,9245.8,19257.2
1742,103,435,342,71,627,852,820,481,79,27,32870,10687.2,22182.8
1743,304,648,573,91,754,1000,847,747,55,10,41998,13672.3,28325.7
1744,340,669,476,30,442,540,672,546,53,27,32637,10750.6,21886.4
1745,216,835,413,89,763,982,884,617,1,6,36859,12006.9,24852.1
1746,464,676,536,68,690,725,715,635,46,30,39431,12884,26547
1747,332,699,638,107,675,791,838,614,55,18,41019,13457.3,27561.7
1748,225,440,261,125,696,899,806,657,15,5,34627,11094.2,23532.8
1749,236,942,521,142,421,538,552,477,40,9,35763,11950.7,23812.3
1750,441,953,616,54,739,897,889,691,67,23,45042,14821.4,30220.6
1751,218,859,253,120,734,922,821,616,74,13,41218,13448.5,27769.5
1752,425,625,643,96,578,608,669,598,95,30,41274,13590.1,27683.9
1753,172,489,210,141,529,682,674,501,67,16,33652,10940.5,22711.5
1754,380,784,313,150,747,843,753,731,70,23,44984,14631.9,30352.1
1755,423,699,520,59,515,579,642,638,0,18,33544,10983,22561
1756,356,491,692,26,742,973,807,685,65,22,39035,12727.1,26307.9
1757,318,645,416,31,595,776,633,595,85,26,36054,11818.7,24235.3
1758,398,590,266,74,573,580,491,563,61,6,33417,10853.1,22563.9
1759,180,492,309,41,490,642,566,491,45,9,27167,8841.6,18325.4
1760,204,875,682,101,344,457,517,386,0,10,29498,9968.2,19529.8
1761,221,480,536,137,347,447,348,528,6,7,28089,9269.7,18819.3
1762,238,911,551,109,434,459,437,411,0,21,30374,10189.1,20184.9
1763,176,1000,633,112,540,776,747,532,39,7,38164,12729.2,25434.8
1764,118,957,520,63,375,472,394,364,17,23,26947,9129.2,17817.8
1765,247,626,540,113,615,856,742,587,40,25,37702,12386.3,25315.7
1766,161,445,664,123,581,822,831,637,34,14,36061,11774.8,24286.2
1767,284,971,463,65,398,484,523,511,42,14,32940,10992.6,21947.4
1768,183,882,655,84,512,648,709,437,12,21,32857,10979.1,21877.9
1769,392,653,201,150,755,834,937,710,76,9,44353,14294.3,30058.7
1770,169,887,264,115,675,863,708,632,24,28,36964,12084.4,24879.6
1771,395,499,385,48,653,840,810,644,67,10,37317,12081.9,25235.1
1772,179,761,213,39,524,769,826,515,95,19,34715,11382.6,23332.4
1773,126,763,336,129,671,887,974,572,90,17,40978,13392.3,27585.7
1774,383,774,339,108,444,481,519,543,29,11,33736,11101,22635
1775,231,412,538,74,618,769,642,498,33,20,31344,10231.1,21112.9
1776,217,563,335,83,652,807,825,554,52,9,34541,11194.5,23346.5
1777,497,702,572,38,818,933,900,742,13,26,40954,13287.3,27666.7
1778,269,405,324,30,485,499,452,467,81,28,28085,9149.7,18935.3
1779,495,491,472,77,667,694,738,635,80,13,39832,12923.7,26908.3
1780,133,681,244,142,624,811,708,559,83,25,37979,12409.8,25569.2
1781,418,902,417,98,589,724,622,669,21,21,39065,12845,26220
1782,151,652,314,138,642,947,791,664,0,21,35811,11635.7,24175.3
1783,482,943,555,122,795,913,765,754,77,11,48730,15978.2,32751.8
1784,301,741,443,81,668,933,1008,640,93,13,43057,14081,28976
1785,499,508,292,136,833,926,854,841,56,5,45037,14421.3,30615.7
1786,394,902,640,123,550,568,653,607,85,17,42898,14212.2,28685.8
1787,442,995,590,101,577,541,470,603,82,19,41760,13864.1,27895.9
1788,445,835,645,121,674,786,692,729,60,29,45312,14915.3,30396.7
1789,111,502,380,57,631,919,830,561,30,30,31672,10288.6,21383.4
1790,446,898,509,77,510,540,584,588,33,17,36985,12228,24757
1791,478,836,465,57,833,978,950,722,87,6,46233,15051.3,31181.7
1792,159,748,330,121,452,590,663,469,42,22,32692,10789.8,21902.2
1793,359,802,585,105,714,791,826,638,75,25,43541,14291.4,29249.6
1794,346,440,474,71,711,917,806,705,72,6,39063,12624.6,26438.4
1795,379,743,314,133,583,736,828,703,46,7,40954,13324.5,27629.5
1796,257,487,508,81,679,817,675,540,86,9,36391,11873.1,24517.9
1797,405,908,697,26,767,902,878,634,8,17,39174,12878.5,26295.5
1798,285,978,521,143,584,772,681,611,11,22,39767,13173.3,26593.7
1799,340,526,532,115,667,885,900,699,64,22,42079,13695.4,28383.6
1800,133,887,546,48,555,771,619,485,7,8,30245,10058.9,20186.1
1801,118,501,559,95,710,990,853,567,14,9,33769,10986.3,22782.7
1802,341,717,443,128,564,594,656,565,29,18,36466,11952.9,24513.1
1803,399,548,534,129,575,589,463,697,51,10,37688,12289.9,25398.1
1804,273,754,656,80,418,525,612,545,89,24,36916,12291.1,24624.9
1805,458,846,359,49,728,890,813,720,10,22,39348,12796,26552
1806,318,809,534,131,722,901,799,765,7,25,41855,13665.6,28189.4
1807,267,894,322,109,566,726,727,570,6,5,35007,11485.1,23521.9
1808,234,750,579,116,471,494,518,457,88,6,35452,11783,23669
1809,417,732,697,82,722,770,685,731,60,18,42264,13838.2,28425.8
1810,173,762,218,124,508,752,867,523,36,6,34843,11396.6,23446.4
1811,126,695,542,88,594,926,781,571,63,24,37130,12254.1,24875.9
1812,464,880,595,29,671,703,600,657,58,26,39502,13010,26492
1813,169,502,642,150,463,501,398,522,72,13,33568,11093.9,22474.1
1814,369,435,209,32,803,997,828,729,52,11,36481,11624.7,24856.3
1815,255,602,404,31,472,637,715,472,13,7,27898,9136,18762
1816,364,760,406,80,723,833,808,676,56,22,40664,13241.6,27422.4
1817,482,491,298,38,769,966,800,804,48,9,39312,12591.7,26720.3
1818,106,447,219,88,423,562,512,446,56,28,27016,8821.4,18194.6
1819,126,720,346,85,566,873,791,501,4,27,31785,10446.7,21338.3
1820,238,655,687,74,623,785,825,516,22,23,34992,11534.1,23457.9
1821,385,893,311,82,706,813,874,717,92,30,44593,14548,30045
1822,211,795,338,60,563,802,653,506,83,18,35532,11729.7,23802.3
1823,196,443,236,128,506,560,499,447,44,29,29719,9677.5,20041.5
1824,141,595,276,102,562,779,886,493,64,18,34464,11238,23226
1825,370,771,670,44,640,727,817,589,74,22,39779,13107.4,26671.6
1826,194,665,659,106,454,555,518,529,76,13,34725,11532.3,23192.7
1827,272,887,383,105,630,802,814,615,90,29,42415,13951.7,28463.3
1828,373,737,364,103,497,540,587,543,44,15,35156,11547.3,23608.7
1829,287,483,622,26,587,670,728,564,79,21,34099,11149.6,22949.4
1830,295,680,627,134,580,796,790,722,52,11,41637,13655.9,27981.1
1831,137,737,374,62,698,924,820,495,81,17,36234,11879,24355
1832,298,826,299,140,378,455,338,549,45,15,33755,11183.8,22571.2
1833,486,710,669,74,550,551,486,601,63,25,38457,12714.2,25742.8
1834,435,771,447,102,666,690,711,683,66,15,41705,13612.1,28092.9
1835,461,948,581,60,701,744,722,638,21,11,39664,13039,26625
1836,336,456,598,138,724,922,1000,739,96,7,45675,14816.9,30858.1
1837,370,945,491,130,787,908,745,793,67,15,46853,15321,31532
1838,213,765,215,134,430,430,427,453,72,20,32568,10745,21823
1839,270,756,281,147,730,966,909,764,20,7,41527,13428.9,28098.1
1840,321,746,682,66,608,744,700,588,0,26,35029,11559.2,23469.8
1841,177,568,346,126,748,995,1000,684,46,29,40157,12979.7,27177.3
